0	1	-10.22	-15.54	0	0	0
1	1	-9.58	-15.54	0	0	1
2	1	-8.94	-15.54	0	0	2
3	1	-8.3	-15.55	0	0	3
4	1	-7.66	-15.55	0	0	4
5	1	-7.01	-15.55	0	0	5
6	1	-6.37	-15.55	0	0	6
7	1	-5.73	-15.55	0	0	7
8	1	-4.91	-15.56	1	0	0
9	1	-4.27	-15.56	1	0	1
10	1	-3.63	-15.56	1	0	2
11	1	-2.98	-15.56	1	0	3
12	1	-2.34	-15.56	1	0	4
13	1	-1.7	-15.56	1	0	5
14	1	-1.05	-15.56	1	0	6
15	1	-0.41	-15.56	1	0	7
16	1	0.41	-15.56	2	0	0
17	1	1.05	-15.56	2	0	1
18	1	1.7	-15.56	2	0	2
19	1	2.34	-15.56	2	0	3
20	1	2.98	-15.56	2	0	4
21	1	3.63	-15.56	2	0	5
22	1	4.27	-15.56	2	0	6
23	1	4.91	-15.56	2	0	7
24	1	5.73	-15.55	3	0	0
25	1	6.37	-15.55	3	0	1
26	1	7.01	-15.55	3	0	2
27	1	7.66	-15.55	3	0	3
28	1	8.3	-15.55	3	0	4
29	1	8.94	-15.54	3	0	5
30	1	9.58	-15.54	3	0	6
31	1	10.22	-15.54	3	0	7
32	1	-10.23	-14.9	0	0	8
33	1	-9.58	-14.9	0	0	9
34	1	-8.94	-14.9	0	0	10
35	1	-8.3	-14.91	0	0	11
36	1	-7.66	-14.91	0	0	12
37	1	-7.02	-14.91	0	0	13
38	1	-6.37	-14.91	0	0	14
39	1	-5.73	-14.91	0	0	15
40	1	-4.91	-14.92	1	0	8
41	1	-4.27	-14.92	1	0	9
42	1	-3.63	-14.92	1	0	10
43	1	-2.98	-14.92	1	0	11
44	1	-2.34	-14.92	1	0	12
45	1	-1.7	-14.92	1	0	13
46	1	-1.05	-14.92	1	0	14
47	1	-0.41	-14.92	1	0	15
48	1	0.41	-14.92	2	0	8
49	1	1.05	-14.92	2	0	9
50	1	1.7	-14.92	2	0	10
51	1	2.34	-14.92	2	0	11
52	1	2.98	-14.92	2	0	12
53	1	3.63	-14.92	2	0	13
54	1	4.27	-14.92	2	0	14
55	1	4.91	-14.92	2	0	15
56	1	5.73	-14.91	3	0	8
57	1	6.37	-14.91	3	0	9
58	1	7.02	-14.91	3	0	10
59	1	7.66	-14.91	3	0	11
60	1	8.3	-14.91	3	0	12
61	1	8.94	-14.9	3	0	13
