62	49.2981	49.0184	-2.5664
63	42.9004	49.0184	-2.3941
64	49.3027	42.6206	-2.3961
65	42.905	42.6206	-2.2238
1	58.3686	23.4274	-2.3732
2	58.3411	36.2229	-2.7127
3	58.3823	17.0297	-2.2034
4	58.4098	4.2342	-1.8639
5	58.3548	29.8252	-2.543
6	58.3961	10.632	-2.0337
7	58.3273	42.6206	-2.8825
8	58.3136	49.0184	-3.0523
9	77.5335	10.632	-3.5827
10	64.7202	36.2229	-3.2291
11	83.8989	17.0297	-4.2688
12	77.5472	4.2342	-3.4129
13	77.4922	29.8252	-4.092
14	83.8576	36.2229	-4.7781
15	64.7752	10.632	-2.55
16	64.7889	4.2342	-2.3802
17	64.7477	23.4274	-2.8895
18	77.506	23.4274	-3.9222
19	77.4785	36.2229	-4.2617
20	83.9126	10.632	-4.099
21	71.1681	4.2342	-2.8966
22	71.1131	29.8252	-3.5756
23	71.0994	36.2229	-3.7454
24	83.8714	29.8252	-4.6083
25	83.9263	4.2342	-3.9292
26	64.7614	17.0297	-2.7198
27	71.1543	10.632	-3.0663
28	83.8851	23.4274	-4.4385
29	64.734	29.8252	-3.0593
30	71.1268	23.4274	-3.4059
31	71.1406	17.0297	-3.2361
32	77.5197	17.0297	-3.7524
33	83.8302	49.0184	-5.1176
34	77.451	49.0184	-4.6013
35	71.0719	49.0184	-4.0849
36	64.7065	42.6206	-3.3988
37	71.0856	42.6206	-3.9152
38	77.4648	42.6206	-4.4315
39	64.6927	49.0184	-3.5686
40	83.8439	42.6206	-4.9478
41	96.6846	4.2342	-4.9619
42	90.3055	4.2342	-4.4456
43	103.05	10.632	-5.648
44	103.0088	29.8252	-6.1573
45	103.0363	17.0297	-5.8178
46	90.2643	23.4274	-4.9549
47	103.0225	23.4274	-5.9875
48	96.6709	10.632	-5.1317
49	90.2368	36.2229	-5.2944
50	102.9951	36.2229	-6.3271
51	96.6571	17.0297	-5.3014
52	90.2917	10.632	-4.6153
53	90.2505	29.8252	-5.1246
54	96.6297	29.8252	-5.641
55	96.6434	23.4274	-5.4712
56	103.0638	4.2342	-5.4782
57	96.6159	36.2229	-5.8107
58	90.278	17.0297	-4.7851
59	96.6022	42.6206	-5.9805
60	90.2093	49.0184	-5.6339
61	96.5884	49.0184	-6.1503
62	90.223	42.6206	-5.4642
63	102.9676	49.0184	-6.6666
64	102.9813	42.6206	-6.4968
1	4.5022	57.4748	-1.8109
2	10.8999	57.4748	-1.9831
3	23.6952	57.4748	-2.3277
4	17.2975	57.4748	-2.1554
5	30.0929	57.4748	-2.5
6	36.4906	57.4748	-2.6722
7	36.4631	70.2341	-3.6929
8	4.4884	63.8545	-2.3212
9	10.8724	70.2341	-3.0037
10	30.0517	76.6137	-4.0309
11	23.6677	70.2341	-3.3483
12	4.461	76.6137	-3.3418
13	23.6815	63.8545	-2.838
14	30.0792	63.8545	-3.0103
15	4.4747	70.2341	-2.8315
16	17.2838	63.8545	-2.6657
17	17.2563	76.6137	-3.6863
18	30.0654	70.2341	-3.5206
19	10.8586	76.6137	-3.514
20	36.4494	76.6137	-4.2032
21	10.8861	63.8545	-2.4934
22	36.4768	63.8545	-3.1825
23	23.654	76.6137	-3.8586
24	17.2701	70.2341	-3.176
25	4.4335	89.3729	-4.3624
26	10.8312	89.3729	-4.5347
27	4.4472	82.9933	-3.8521
28	17.2426	82.9933	-4.1966
29	17.2151	95.7525	-5.2172
30	17.2288	89.3729	-4.7069
31	10.8174	95.7525	-5.045
32	4.4197	95.7525	-4.8727
33	10.8449	82.9933	-4.0243
34	4.406	102.1321	-5.383
35	10.8037	102.1321	-5.5553
36	17.2013	102.1321	-5.7275
37	36.4356	82.9933	-4.7135
38	23.6403	82.9933	-4.3689
39	36.4219	89.3729	-5.2238
40	23.6128	95.7525	-5.3895
41	36.4081	95.7525	-5.7341
42	30.0242	89.3729	-5.0515
43	23.6265	89.3729	-4.8792
44	30.0105	95.7525	-5.5618
45	30.0379	82.9933	-4.5412
46	36.3944	102.1321	-6.2444
47	23.599	102.1321	-5.8998
48	29.9967	102.1321	-6.0721
49	49.2859	57.4748	-3.0168
50	49.2585	70.2341	-4.0374
51	49.2447	76.6137	-4.5477
52	42.8883	57.4748	-2.8445
53	42.8608	70.2341	-3.8651
54	42.8745	63.8545	-3.3548
55	49.2722	63.8545	-3.5271
56	42.847	76.6137	-4.3754
57	42.8333	82.9933	-4.8857
58	49.1898	102.1321	-6.5889
59	42.8196	89.3729	-5.396
60	42.7921	102.1321	-6.4167
61	42.8058	95.7525	-5.9063
62	49.2172	89.3729	-5.5683
63	49.2035	95.7525	-6.0786
64	49.231	82.9933	-5.058
1	112.0125	29.8252	-7.1307
2	111.9896	36.2229	-7.2994
3	118.3317	36.2229	-8.1583
4	112.0353	23.4274	-6.9619
5	112.0582	17.0297	-6.7931
6	112.081	10.632	-6.6243
7	112.1039	4.2342	-6.4555
8	118.3546	29.8252	-7.9895
9	118.446	4.2342	-7.3144
10	118.3774	23.4274	-7.8208
11	118.4231	10.632	-7.4832
12	118.4003	17.0297	-7.652
13	118.3088	42.6206	-8.3271
14	111.9439	49.0184	-7.637
15	118.286	49.0184	-8.4959
16	111.9667	42.6206	-7.4682
17	131.0388	29.8252	-9.7073
18	124.7881	4.2342	-8.1733
19	124.7195	23.4274	-8.6797
20	131.0159	36.2229	-9.8761
21	124.6967	29.8252	-8.8484
22	137.4037	23.4274	-10.3975
23	131.0845	17.0297	-9.3698
24	131.1302	4.2342	-9.0322
25	131.0616	23.4274	-9.5386
26	124.7424	17.0297	-8.5109
27	137.4495	10.632	-10.0599
28	137.3809	29.8252	-10.5662
29	137.4266	17.0297	-10.2287
30	124.6738	36.2229	-9.0172
31	137.358	36.2229	-10.735
32	137.4723	4.2342	-9.8911
33	124.7652	10.632	-8.3421
34	131.1073	10.632	-9.201
35	137.3123	49.0184	-11.0726
36	137.3352	42.6206	-10.9038
37	130.9702	49.0184	-10.2137
38	130.9931	42.6206	-10.0449
39	124.6281	49.0184	-9.3548
40	124.651	42.6206	-9.186
41	156.4301	23.4274	-12.9741
42	150.0879	23.4274	-12.1152
43	156.4529	17.0297	-12.8054
44	143.7916	10.632	-10.9188
45	156.3843	36.2229	-13.3117
46	150.0422	36.2229	-12.4528
47	156.4758	10.632	-12.6366
48	156.4986	4.2342	-12.4678
49	150.1337	10.632	-11.7777
50	150.1565	4.2342	-11.6089
51	143.7001	36.2229	-11.5939
52	156.4072	29.8252	-13.1429
53	143.723	29.8252	-11.4251
54	150.0651	29.8252	-12.284
55	143.8144	4.2342	-10.75
56	143.7687	17.0297	-11.0876
57	143.7458	23.4274	-11.2563
58	150.1108	17.0297	-11.9465
59	143.6773	42.6206	-11.7627
60	149.9965	49.0184	-12.7904
61	156.3386	49.0184	-13.6493
62	143.6544	49.0184	-11.9315
63	150.0194	42.6206	-12.6216
64	156.3615	42.6206	-13.4805
1	58.2773	57.4748	-3.5014
2	58.1537	76.6137	-5.0279
3	58.2361	63.8545	-4.0102
4	58.1949	70.2341	-4.519
5	77.3735	63.8545	-5.5592
6	64.6564	57.4748	-4.0177
7	64.574	70.2341	-5.0354
8	77.4147	57.4748	-5.0504
9	70.9943	63.8545	-5.0429
10	64.6152	63.8545	-4.5266
11	71.0355	57.4748	-4.5341
12	70.912	76.6137	-6.0605
13	77.2911	76.6137	-6.5769
14	70.9532	70.2341	-5.5517
15	64.5328	76.6137	-5.5442
16	77.3323	70.2341	-6.068
17	57.989	102.1321	-7.0632
18	58.0301	95.7525	-6.5543
19	58.1125	82.9933	-5.5367
20	58.0713	89.3729	-6.0455
21	77.1676	95.7525	-8.1033
22	77.2087	89.3729	-7.5945
23	77.1264	102.1321	-8.6122
24	64.4505	89.3729	-6.5619
25	64.4916	82.9933	-6.053
26	70.7472	102.1321	-8.0958
27	64.4093	95.7525	-7.0707
28	70.8296	89.3729	-7.0782
29	70.7884	95.7525	-7.587
30	70.8708	82.9933	-6.5694
31	77.2499	82.9933	-7.0857
32	64.3681	102.1321	-7.5795
33	83.7114	70.2341	-6.5844
34	96.5521	57.4748	-6.5994
35	90.0494	76.6137	-7.6095
36	96.4697	70.2341	-7.6171
37	90.1729	57.4748	-6.0831
38	83.6702	76.6137	-7.0932
39	83.7938	57.4748	-5.5667
40	96.4285	76.6137	-8.1259
41	83.7526	63.8545	-6.0756
42	90.0906	70.2341	-7.1007
43	90.1318	63.8545	-6.5919
44	96.5109	63.8545	-7.1082
45	102.9312	57.4748	-7.1157
46	102.8488	70.2341	-8.1334
47	102.89	63.8545	-7.6246
48	102.8077	76.6137	-8.6422
49	96.3873	82.9933	-8.6347
50	96.2638	102.1321	-10.1612
51	96.3462	89.3729	-9.1435
52	83.6291	82.9933	-7.602
53	83.5879	89.3729	-8.1109
54	89.967	89.3729	-8.6272
55	96.305	95.7525	-9.6524
56	90.0082	82.9933	-8.1184
57	83.5467	95.7525	-8.6197
58	89.9258	95.7525	-9.136
59	83.5055	102.1321	-9.1285
60	89.8846	102.1321	-9.6448
61	102.6841	95.7525	-10.1687
62	102.7253	89.3729	-9.6599
63	102.7665	82.9933	-9.151
64	102.6429	102.1321	-10.6775
1	17.1543	116.896	-7.476
2	4.336	123.2394	-7.9804
3	10.7566	116.896	-7.3037
4	10.7337	123.2394	-8.1526
5	10.7794	110.5526	-6.4548
6	4.3589	116.896	-7.1315
7	17.1771	110.5526	-6.6271
8	17.1314	123.2394	-8.3249
9	4.3818	110.5526	-6.2826
10	36.3473	116.896	-7.9928
11	23.5291	123.2394	-8.4972
12	36.3702	110.5526	-7.1439
13	29.9496	116.896	-7.8206
14	23.5748	110.5526	-6.7994
15	29.9725	110.5526	-6.9717
16	23.5519	116.896	-7.6483
17	36.3244	123.2394	-8.8417
18	29.9268	123.2394	-8.6695
19	4.2675	142.2697	-10.5271
20	4.2446	148.6131	-11.376
21	4.2903	135.9263	-9.6782
22	10.6194	154.9565	-12.3971
23	10.6651	142.2697	-10.6993
24	4.2217	154.9565	-12.2249
25	10.6423	148.6131	-11.5482
26	10.7109	129.5829	-9.0015
27	4.3132	129.5829	-8.8293
28	10.688	135.9263	-9.8504
29	17.1085	129.5829	-9.1738
30	36.2787	135.9263	-10.5395
31	29.881	135.9263	-10.3673
32	36.233	148.6131	-12.2373
33	36.2559	142.2697	-11.3884
34	17.0857	135.9263	-10.0227
35	23.4376	148.6131	-11.8928
36	17.04	148.6131	-11.7205
37	29.8125	154.9565	-12.914
38	17.0171	154.9565	-12.5694
39	29.8582	142.2697	-11.2162
40	17.0628	142.2697	-10.8716
41	23.5062	129.5829	-9.3461
42	29.9039	129.5829	-9.5184
43	29.8353	148.6131	-12.0651
44	36.3016	129.5829	-9.6906
45	23.4148	154.9565	-12.7417
46	36.2102	154.9565	-13.0863
47	23.4834	135.9263	-10.195
48	23.4605	142.2697	-11.0439
49	42.7678	110.5526	-7.3162
50	49.1427	116.896	-8.3374
51	49.1655	110.5526	-7.4885
52	42.745	116.896	-8.1651
53	42.7221	123.2394	-9.014
54	49.097	129.5829	-10.0352
55	49.0512	142.2697	-11.733
56	42.6764	135.9263	-10.7118
57	42.6078	154.9565	-13.2585
58	49.0284	148.6131	-12.5819
59	49.0055	154.9565	-13.4308
60	49.0741	135.9263	-10.8841
61	42.6307	148.6131	-12.4096
62	49.1198	123.2394	-9.1863
63	42.6536	142.2697	-11.5607
64	42.6993	129.5829	-9.8629
1	124.5676	57.4748	-9.8013
2	130.7727	70.2341	-11.6719
3	130.9097	57.4748	-10.6602
4	118.0885	70.2341	-9.9542
5	111.7464	70.2341	-9.0953
6	124.4991	63.8545	-10.3072
7	124.3621	76.6137	-11.3189
8	118.157	63.8545	-9.4483
9	118.2255	57.4748	-8.9424
10	111.8149	63.8545	-8.5894
11	130.8412	63.8545	-11.1661
12	111.8834	57.4748	-8.0835
13	111.6779	76.6137	-9.6011
14	124.4306	70.2341	-10.813
15	130.7042	76.6137	-12.1778
16	118.02	76.6137	-10.46
17	156.2782	57.4748	-14.0958
18	149.936	57.4748	-13.2369
19	137.0463	76.6137	-13.0367
20	137.1148	70.2341	-12.5308
21	156.1411	70.2341	-15.1075
22	143.5254	63.8545	-12.8839
23	143.3884	76.6137	-13.8956
24	149.7305	76.6137	-14.7545
25	137.2518	57.4748	-11.5191
26	149.799	70.2341	-14.2486
27	156.0726	76.6137	-15.6134
28	143.4569	70.2341	-13.3897
29	149.8675	63.8545	-13.7428
30	156.2096	63.8545	-14.6017
31	137.1833	63.8545	-12.025
32	143.5939	57.4748	-12.378
33	130.5672	89.3729	-13.1896
34	117.9515	82.9933	-10.9659
35	117.883	89.3729	-11.4718
36	130.4987	95.7525	-13.6954
37	136.9778	82.9933	-13.5426
38	124.2936	82.9933	-11.8248
39	111.4039	102.1321	-11.6246
40	117.8145	95.7525	-11.9776
41	124.0881	102.1321	-13.3424
42	130.4302	102.1321	-14.2013
43	136.9093	89.3729	-14.0485
44	130.6357	82.9933	-12.6837
45	124.1566	95.7525	-12.8365
46	136.7723	102.1321	-15.0602
47	117.746	102.1321	-12.4835
48	111.4724	95.7525	-11.1187
49	124.2251	89.3729	-12.3307
50	111.6094	82.9933	-10.107
51	111.5409	89.3729	-10.6129
52	136.8408	95.7525	-14.5543
53	143.2514	89.3729	-14.9073
54	149.662	82.9933	-15.2604
55	149.4565	102.1321	-16.778
56	149.5935	89.3729	-15.7662
57	155.9356	89.3729	-16.6251
58	143.3199	82.9933	-14.4015
59	155.7986	102.1321	-17.6369
60	143.1829	95.7525	-15.4132
61	156.0041	82.9933	-16.1193
62	143.1144	102.1321	-15.9191
63	155.8671	95.7525	-17.131
64	149.525	95.7525	-16.2721
1	57.8478	116.896	-8.8066
2	57.9164	110.5526	-7.9601
3	57.5053	148.6131	-13.0388
4	57.7793	123.2394	-9.653
5	57.5738	142.2697	-12.1923
6	57.4368	154.9565	-13.8852
7	57.7108	129.5829	-10.4995
8	57.6423	135.9263	-11.3459
9	70.6061	116.896	-9.8392
10	64.227	116.896	-9.3229
11	70.6746	110.5526	-8.9928
12	64.2955	110.5526	-8.4765
13	77.0538	110.5526	-9.5091
14	76.9853	116.896	-10.3556
15	70.3321	142.2697	-13.225
16	70.4006	135.9263	-12.3786
17	76.7112	142.2697	-13.7413
18	70.4691	129.5829	-11.5321
19	70.5376	123.2394	-10.6857
20	64.0214	135.9263	-11.8622
21	70.195	154.9565	-14.9179
22	76.8482	129.5829	-12.0485
23	76.7797	135.9263	-12.8949
24	63.8159	154.9565	-14.4015
25	76.5742	154.9565	-15.4342
26	64.1585	123.2394	-10.1693
27	76.6427	148.6131	-14.5878
28	63.8844	148.6131	-13.5551
29	64.09	129.5829	-11.0158
30	63.9529	142.2697	-12.7087
31	76.9167	123.2394	-11.202
32	70.2636	148.6131	-14.0714
33	96.1227	116.896	-11.9046
34	96.0542	123.2394	-12.751
35	89.7435	116.896	-11.3882
36	89.675	123.2394	-12.2347
37	83.2959	123.2394	-11.7184
38	83.3644	116.896	-10.8719
39	89.812	110.5526	-10.5418
40	96.1912	110.5526	-11.0581
41	83.4329	110.5526	-10.0255
42	89.538	135.9263	-13.9276
43	95.7116	154.9565	-16.9832
44	95.9171	135.9263	-14.4439
45	95.9856	129.5829	-13.5975
46	89.3325	154.9565	-16.4669
47	89.6065	129.5829	-13.0811
48	95.8486	142.2697	-15.2903
49	83.0903	142.2697	-14.2577
50	89.4695	142.2697	-14.774
51	95.7801	148.6131	-16.1368
52	83.1589	135.9263	-13.4112
53	83.2274	129.5829	-12.5648
54	83.0218	148.6131	-15.1041
55	89.401	148.6131	-15.6204
56	82.9533	154.9565	-15.9506
57	102.5018	116.896	-12.4209
58	102.5703	110.5526	-11.5745
59	102.4333	123.2394	-13.2674
60	102.0907	154.9565	-17.4996
61	102.1592	148.6131	-16.6531
62	102.2963	135.9263	-14.9602
63	102.2278	142.2697	-15.8067
64	102.3648	129.5829	-14.1138
